2.038040024890011e+01 7.77151e-07
2.638040024890011e+01 6.20685e-07
3.238040024890012e+01 1.137e-06
3.838040024890012e+01 1.8643e-06
4.438040024890012e+01 1.40983e-07
6.093046624890007e+01 1.45882e-06
7.748540525776389e+01 1.63139e-06
9.403540125776399e+01 1.69875e-07
1.105854012577640e+02 6.69388e-07
1.227691914477640e+02 2.24098e-06
1.264260014477640e+02 8.823e-06
1.300828204477639e+02 5.44161e-06
1.422641104377639e+02 1.97331e-06
1.544454116277639e+02 7.73377e-08
1.581022196277639e+02 2.43182e-06
1.617590383277638e+02 4.26825e-07
1.711079245177638e+02 4.58376e-07
1.739403445177638e+02 4.58376e-07
1.861216407077637e+02 2.47375e-06
1.897784507077638e+02 6.86563e-06
2.056165488977638e+02 4.48607e-06
2.214546790877638e+02 6.02387e-07
2.251114839877638e+02 2.39736e-06
2.372927639777638e+02 2.36089e-07
2.494740741677638e+02 7.80915e-08
2.531308841677638e+02 2.58905e-06
2.689689999577638e+02 4.43777e-06
2.848071199477638e+02 3.66314e-06
2.884639279777639e+02 9.92434e-06
3.006452181677639e+02 6.503e-06
3.128265263577638e+02 1.14152e-06
3.164833483577638e+02 2.80635e-07
3.323214572477638e+02 1.19944e-07
3.481595719377636e+02 5.39752e-06
3.518163801377636e+02 5.84784e-06
3.640001515277636e+02 1.16117e-06
3.700001515277636e+02 9.5823e-10
3.760001515277636e+02 5.29928e-06
3.820001515277636e+02 2.6642e-05
3.878096515277635e+02 7.12708e-05
3.939530089169634e+02 9.67444e-06
3.957593100169634e+02 0.000204865
4.076456183515634e+02 2.49874e-07
