7.00207e-05 4.46054e-06 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
2.67455e-05 1.00982e-05 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
-2.67455e-05 1.18787e-05 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
-7.00207e-05 9.12197e-06 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
-8.65503e-05 2.88092e-06 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
-7.00207e-05 -4.46054e-06 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
-2.67455e-05 -1.00982e-05 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
2.67455e-05 -1.18787e-05 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
7.00207e-05 -9.12197e-06 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
8.65503e-05 -2.88092e-06 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
0 0 -2.493442046237729e-01 5.980826548377578e+01 7.140356277300769e+00 7.490952208794446e+00 1.554668235123813e-01 5.034886508628260e-01 6.366853136861756e-01
