IPM1S05 9.78338e-05
IPM1S05 9.78338e-05
IPM1S07 1.29929e-05
IPM1S07 1.29929e-05
IPM1S08 -1.1162e-07
IPM1S09 1.75341e-05
IPM1S10 6.81875e-06
IPM1E01 2.5396e-07
IPM1E02 2.26055e-05
IPM1E03 2.08541e-05
IPM1A01 -6.17587e-07
IPM1A03 5.93626e-05
IPM1A03 5.93626e-05
IPM1A04 0.000482234
IPM1A05 0.000110902
IPM1A06 9.65503e-05
IPM1A07 -0.0073726
IPM1A08 -0.0035219
IPM1A09 -0.021064
IPM1A10 -0.0024353
IPM1A13 -0.006931
IPM1A14 -0.052929
IPM1A16 -0.026463
IPM1A16 -0.026463
IPM1A18 -0.032594
IPM1A18 -0.032594
IPM1A19 -0.0073849
IPM1A21 -0.009322
IPM1A23 -0.0022755
IPM1A24 -0.0039618
IPM1A26 0.000202899
IPM1A26 0.000202899
IPM1A28 -0.0098034
IPM1A28 -0.0098034
IPM1A29 -0.0013278
IPM1A31 -0.0062153
IPM1A33 -0.0061948
IPM1A34 -0.0032081
IPM1A36 -0.0065599
IPM1A36 -0.0065599
IPM1A38 -0.017119
IPM1A38 -0.017119
IPM1A39 -0.00147087
IPM1R01 -0.0058992
IPM1R01 -0.0058992
IPM1R02 -0.012938
IPM1R03 -0.012504
IPM1R04 -0.001016
IPM1R06 0.0026723
IPM1R06 0.0026723
IPM1R08 -4.99e-05
IPM1R08 -4.99e-05
IPM1R09 -0.020019
IPM1R10 -0.0671189
IPM1R10A -9.493e-05
