IPM1S05 0
IPM1S05 0
IPM1S07 0
IPM1S07 0
IPM1S08 0
IPM1S09 0
IPM1S10 0
IPM1E01 0
IPM1E02 0
IPM1E03 0.000127089
IPM1A01 -4.04597e-07
IPM1A03 0.000371847
IPM1A03 0.000371847
IPM1A04 0.00296844
IPM1A05 0.000701489
IPM1A06 0.000594871
IPM1A07 0.000180802
IPM1A08 2.65134e-06
IPM1A09 0.000583845
IPM1A10 3.70844e-06
IPM1A13 0.000494441
IPM1A14 0.0024288
IPM1A16 0.00134521
IPM1A16 0.00134521
IPM1A18 0.000888539
IPM1A18 0.000888539
IPM1A19 0.000498166
IPM1A21 0.000267766
IPM1A23 2.0369e-05
IPM1A24 0.000386074
IPM1A26 0.000242605
IPM1A26 0.000242605
IPM1A28 0.000697273
IPM1A28 0.000697273
IPM1A29 0.000740806
IPM1A31 0.000710567
IPM1A33 0.000208063
IPM1A34 -1.33797e-06
IPM1A36 6.41745e-05
IPM1A36 6.41745e-05
IPM1A38 0.00105645
IPM1A38 0.00105645
IPM1A39 0.000883902
IPM1R01 0.000224176
IPM1R01 0.000224176
IPM1R02 1.51634e-05
IPM1R03 0.000134522
IPM1R04 0.000747424
IPM1R06 0.00182128
IPM1R06 0.00182128
IPM1R08 0.000344765
IPM1R08 0.000344765
IPM1R09 0.00219456
IPM1R10 -0.0725551
IPM1R10A 1.67344e-05
