IPM1S05 -0.016756
IPM1S05 -0.016756
IPM1S07 -0.00517098
IPM1S07 -0.00517098
IPM1S08 -0.0904189
IPM1S09 -0.0283648
IPM1S10 -0.0433941
IPM1E01 -0.0567609
IPM1E02 -0.00209449
IPM1E03 -0.012283
IPM1A01 -0.015522
IPM1A03 -0.00407998
IPM1A03 -0.00407998
IPM1A04 -0.0463376
IPM1A05 -0.0168023
IPM1A06 -0.0238935
IPM1A07 -0.0614117
IPM1A08 -0.0266641
IPM1A09 -0.102365
IPM1A10 -0.00889678
IPM1A13 0.000516692
IPM1A14 -0.0226482
IPM1A16 -0.0196312
IPM1A16 -0.0196312
IPM1A18 -0.0242856
IPM1A18 -0.0242856
IPM1A19 -0.0096891
IPM1A21 -0.00100423
IPM1A23 -0.00421035
IPM1A24 -0.0109919
IPM1A26 -0.0353915
IPM1A26 -0.0353915
IPM1A28 -0.00850853
IPM1A28 -0.00850853
IPM1A29 -0.023582
IPM1A31 0.0160525
IPM1A33 0.204879
IPM1A34 0.175206
IPM1A36 0.29803
IPM1A36 0.29803
IPM1A38 0.354264
IPM1A38 0.354264
IPM1A39 -0.0489169
IPM1R01 0.179834
IPM1R01 0.179834
IPM1R02 0.847384
IPM1R03 1.10525
IPM1R04 0.427353
IPM1R06 0.410266
IPM1R06 0.410266
IPM1R08 0.21644
IPM1R08 0.21644
IPM1R09 0.227225
IPM1R10 -0.0560913
IPM1R10A 0.0273029
