IPM1S05 9.88053e-07
IPM1S05 9.88053e-07
IPM1S07 6.61598e-07
IPM1S07 6.61598e-07
IPM1S08 7.3655e-07
IPM1S09 1.82427e-06
IPM1S10 -7.275e-09
IPM1E01 1.20101e-06
IPM1E02 1.6579e-06
IPM1E03 2.1531e-07
IPM1A01 5.05427e-07
IPM1A03 2.44716e-06
IPM1A03 2.44716e-06
IPM1A04 1.04688e-05
IPM1A05 1.20558e-05
IPM1A06 1.35934e-06
IPM1A07 5.00599e-07
IPM1A08 1.58743e-05
IPM1A09 6.24321e-07
IPM1A10 4.40399e-06
IPM1A13 3.86822e-06
IPM1A14 3.77383e-06
IPM1A16 3.62755e-06
IPM1A16 3.62755e-06
IPM1A18 1.11515e-06
IPM1A18 1.11515e-06
IPM1A19 3.45366e-06
IPM1A21 1.89716e-07
IPM1A23 1.60147e-06
IPM1A24 5.31361e-06
IPM1A26 1.67663e-05
IPM1A26 1.67663e-05
IPM1A28 5.56129e-06
IPM1A28 5.56129e-06
IPM1A29 3.20247e-05
IPM1A31 -0.00244
IPM1A33 -0.027896
IPM1A34 -0.05317
IPM1A36 -0.05798
IPM1A36 -0.05798
IPM1A38 -0.037579
IPM1A38 -0.037579
IPM1A39 -0.012366
IPM1R01 -0.023621
IPM1R01 -0.023621
IPM1R02 -0.16872
IPM1R03 -0.34301
IPM1R04 -0.23332
IPM1R06 -0.22803
IPM1R06 -0.22803
IPM1R08 -0.08897
IPM1R08 -0.08897
IPM1R09 -0.019197
IPM1R10 0.131323
IPM1R10A -0.011806
